path,label,source_wav,window_index,shape,start_sec,duration_sec
background/background_20260701_183422_871762_0010_04.npy,background,background/background_20260701_183422_871762_0010.wav,4,64x101,4.0,1.0
background/background_20260701_183427_874675_0011_00.npy,background,background/background_20260701_183427_874675_0011.wav,0,64x101,0.0,1.0
background/background_20260701_183427_874675_0011_01.npy,background,background/background_20260701_183427_874675_0011.wav,1,64x101,1.0,1.0
background/background_20260701_183427_874675_0011_02.npy,background,background/background_20260701_183427_874675_0011.wav,2,64x101,2.0,1.0
background/background_20260701_183427_874675_0011_03.npy,background,background/background_20260701_183427_874675_0011.wav,3,64x101,3.0,1.0
background/background_20260701_183427_874675_0011_04.npy,background,background/background_20260701_183427_874675_0011.wav,4,64x101,4.0,1.0
background/background_20260701_183432_877599_0012_00.npy,background,background/background_20260701_183432_877599_0012.wav,0,64x101,0.0,1.0
background/background_20260701_183432_877599_0012_01.npy,background,background/background_20260701_183432_877599_0012.wav,1,64x101,1.0,1.0
background/background_20260701_183432_877599_0012_02.npy,background,background/background_20260701_183432_877599_0012.wav,2,64x101,2.0,1.0
background/background_20260701_183432_877599_0012_03.npy,background,background/background_20260701_183432_877599_0012.wav,3,64x101,3.0,1.0
background/background_20260701_183432_877599_0012_04.npy,background,background/background_20260701_183432_877599_0012.wav,4,64x101,4.0,1.0
background/background_20260701_183437_880509_0013_00.npy,background,background/background_20260701_183437_880509_0013.wav,0,64x101,0.0,1.0
background/background_20260701_183437_880509_0013_01.npy,background,background/background_20260701_183437_880509_0013.wav,1,64x101,1.0,1.0
background/background_20260701_183437_880509_0013_02.npy,background,background/background_20260701_183437_880509_0013.wav,2,64x101,2.0,1.0
background/background_20260701_183437_880509_0013_03.npy,background,background/background_20260701_183437_880509_0013.wav,3,64x101,3.0,1.0
background/background_20260701_183437_880509_0013_04.npy,background,background/background_20260701_183437_880509_0013.wav,4,64x101,4.0,1.0
background/background_20260701_183442_883426_0014_00.npy,background,background/background_20260701_183442_883426_0014.wav,0,64x101,0.0,1.0
background/background_20260701_183442_883426_0014_01.npy,background,background/background_20260701_183442_883426_0014.wav,1,64x101,1.0,1.0
background/background_20260701_183442_883426_0014_02.npy,background,background/background_20260701_183442_883426_0014.wav,2,64x101,2.0,1.0
background/background_20260701_183442_883426_0014_03.npy,background,background/background_20260701_183442_883426_0014.wav,3,64x101,3.0,1.0
background/background_20260701_183442_883426_0014_04.npy,background,background/background_20260701_183442_883426_0014.wav,4,64x101,4.0,1.0
background/background_20260701_183447_886331_0015_00.npy,background,background/background_20260701_183447_886331_0015.wav,0,64x101,0.0,1.0
background/background_20260701_183447_886331_0015_01.npy,background,background/background_20260701_183447_886331_0015.wav,1,64x101,1.0,1.0
background/background_20260701_183447_886331_0015_02.npy,background,background/background_20260701_183447_886331_0015.wav,2,64x101,2.0,1.0
background/background_20260701_183447_886331_0015_03.npy,background,background/background_20260701_183447_886331_0015.wav,3,64x101,3.0,1.0
background/background_20260701_183447_886331_0015_04.npy,background,background/background_20260701_183447_886331_0015.wav,4,64x101,4.0,1.0
background/background_20260701_183452_889269_0016_00.npy,background,background/background_20260701_183452_889269_0016.wav,0,64x101,0.0,1.0
background/background_20260701_183452_889269_0016_01.npy,background,background/background_20260701_183452_889269_0016.wav,1,64x101,1.0,1.0
background/background_20260701_183452_889269_0016_02.npy,background,background/background_20260701_183452_889269_0016.wav,2,64x101,2.0,1.0
background/background_20260701_183452_889269_0016_03.npy,background,background/background_20260701_183452_889269_0016.wav,3,64x101,3.0,1.0
background/background_20260701_183452_889269_0016_04.npy,background,background/background_20260701_183452_889269_0016.wav,4,64x101,4.0,1.0
background/background_20260701_183457_892148_0017_00.npy,background,background/background_20260701_183457_892148_0017.wav,0,64x101,0.0,1.0
background/background_20260701_183457_892148_0017_01.npy,background,background/background_20260701_183457_892148_0017.wav,1,64x101,1.0,1.0
background/background_20260701_183457_892148_0017_02.npy,background,background/background_20260701_183457_892148_0017.wav,2,64x101,2.0,1.0
background/background_20260701_183457_892148_0017_03.npy,background,background/background_20260701_183457_892148_0017.wav,3,64x101,3.0,1.0
background/background_20260701_183457_892148_0017_04.npy,background,background/background_20260701_183457_892148_0017.wav,4,64x101,4.0,1.0
background/background_20260701_183502_895083_0018_00.npy,background,background/background_20260701_183502_895083_0018.wav,0,64x101,0.0,1.0
background/background_20260701_183502_895083_0018_01.npy,background,background/background_20260701_183502_895083_0018.wav,1,64x101,1.0,1.0
background/background_20260701_183502_895083_0018_02.npy,background,background/background_20260701_183502_895083_0018.wav,2,64x101,2.0,1.0
background/background_20260701_183502_895083_0018_03.npy,background,background/background_20260701_183502_895083_0018.wav,3,64x101,3.0,1.0
background/background_20260701_183502_895083_0018_04.npy,background,background/background_20260701_183502_895083_0018.wav,4,64x101,4.0,1.0
background/background_20260701_183507_897991_0019_00.npy,background,background/background_20260701_183507_897991_0019.wav,0,64x101,0.0,1.0
background/background_20260701_183507_897991_0019_01.npy,background,background/background_20260701_183507_897991_0019.wav,1,64x101,1.0,1.0
background/background_20260701_183507_897991_0019_02.npy,background,background/background_20260701_183507_897991_0019.wav,2,64x101,2.0,1.0
background/background_20260701_183507_897991_0019_03.npy,background,background/background_20260701_183507_897991_0019.wav,3,64x101,3.0,1.0
background/background_20260701_183507_897991_0019_04.npy,background,background/background_20260701_183507_897991_0019.wav,4,64x101,4.0,1.0
background/background_20260701_183512_900915_0020_00.npy,background,background/background_20260701_183512_900915_0020.wav,0,64x101,0.0,1.0
background/background_20260701_183512_900915_0020_01.npy,background,background/background_20260701_183512_900915_0020.wav,1,64x101,1.0,1.0
background/background_20260701_183512_900915_0020_02.npy,background,background/background_20260701_183512_900915_0020.wav,2,64x101,2.0,1.0
background/background_20260701_183512_900915_0020_03.npy,background,background/background_20260701_183512_900915_0020.wav,3,64x101,3.0,1.0
background/background_20260701_183512_900915_0020_04.npy,background,background/background_20260701_183512_900915_0020.wav,4,64x101,4.0,1.0
background/background_20260701_183517_903811_0021_00.npy,background,background/background_20260701_183517_903811_0021.wav,0,64x101,0.0,1.0
background/background_20260701_183517_903811_0021_01.npy,background,background/background_20260701_183517_903811_0021.wav,1,64x101,1.0,1.0
background/background_20260701_183517_903811_0021_02.npy,background,background/background_20260701_183517_903811_0021.wav,2,64x101,2.0,1.0
background/background_20260701_183517_903811_0021_03.npy,background,background/background_20260701_183517_903811_0021.wav,3,64x101,3.0,1.0
background/background_20260701_183517_903811_0021_04.npy,background,background/background_20260701_183517_903811_0021.wav,4,64x101,4.0,1.0
background/background_20260701_183522_906738_0022_00.npy,background,background/background_20260701_183522_906738_0022.wav,0,64x101,0.0,1.0
background/background_20260701_183522_906738_0022_01.npy,background,background/background_20260701_183522_906738_0022.wav,1,64x101,1.0,1.0
background/background_20260701_183522_906738_0022_02.npy,background,background/background_20260701_183522_906738_0022.wav,2,64x101,2.0,1.0
background/background_20260701_183522_906738_0022_03.npy,background,background/background_20260701_183522_906738_0022.wav,3,64x101,3.0,1.0
background/background_20260701_183522_906738_0022_04.npy,background,background/background_20260701_183522_906738_0022.wav,4,64x101,4.0,1.0
background/background_20260701_183527_909620_0023_00.npy,background,background/background_20260701_183527_909620_0023.wav,0,64x101,0.0,1.0
background/background_20260701_183527_909620_0023_01.npy,background,background/background_20260701_183527_909620_0023.wav,1,64x101,1.0,1.0
background/background_20260701_183527_909620_0023_02.npy,background,background/background_20260701_183527_909620_0023.wav,2,64x101,2.0,1.0
background/background_20260701_183527_909620_0023_03.npy,background,background/background_20260701_183527_909620_0023.wav,3,64x101,3.0,1.0
background/background_20260701_183527_909620_0023_04.npy,background,background/background_20260701_183527_909620_0023.wav,4,64x101,4.0,1.0
background/background_20260701_183532_912602_0024_00.npy,background,background/background_20260701_183532_912602_0024.wav,0,64x101,0.0,1.0
background/background_20260701_183532_912602_0024_01.npy,background,background/background_20260701_183532_912602_0024.wav,1,64x101,1.0,1.0
background/background_20260701_183532_912602_0024_02.npy,background,background/background_20260701_183532_912602_0024.wav,2,64x101,2.0,1.0
background/background_20260701_183532_912602_0024_03.npy,background,background/background_20260701_183532_912602_0024.wav,3,64x101,3.0,1.0
background/background_20260701_183532_912602_0024_04.npy,background,background/background_20260701_183532_912602_0024.wav,4,64x101,4.0,1.0
background/background_20260701_183537_915478_0025_00.npy,background,background/background_20260701_183537_915478_0025.wav,0,64x101,0.0,1.0
background/background_20260701_183537_915478_0025_01.npy,background,background/background_20260701_183537_915478_0025.wav,1,64x101,1.0,1.0
background/background_20260701_183537_915478_0025_02.npy,background,background/background_20260701_183537_915478_0025.wav,2,64x101,2.0,1.0
background/background_20260701_183537_915478_0025_03.npy,background,background/background_20260701_183537_915478_0025.wav,3,64x101,3.0,1.0
background/background_20260701_183537_915478_0025_04.npy,background,background/background_20260701_183537_915478_0025.wav,4,64x101,4.0,1.0
background/background_20260701_183542_918408_0026_00.npy,background,background/background_20260701_183542_918408_0026.wav,0,64x101,0.0,1.0
background/background_20260701_183542_918408_0026_01.npy,background,background/background_20260701_183542_918408_0026.wav,1,64x101,1.0,1.0
background/background_20260701_183542_918408_0026_02.npy,background,background/background_20260701_183542_918408_0026.wav,2,64x101,2.0,1.0
background/background_20260701_183542_918408_0026_03.npy,background,background/background_20260701_183542_918408_0026.wav,3,64x101,3.0,1.0
background/background_20260701_183542_918408_0026_04.npy,background,background/background_20260701_183542_918408_0026.wav,4,64x101,4.0,1.0
background/background_20260701_183547_921315_0027_00.npy,background,background/background_20260701_183547_921315_0027.wav,0,64x101,0.0,1.0
background/background_20260701_183547_921315_0027_01.npy,background,background/background_20260701_183547_921315_0027.wav,1,64x101,1.0,1.0
background/background_20260701_183547_921315_0027_02.npy,background,background/background_20260701_183547_921315_0027.wav,2,64x101,2.0,1.0
background/background_20260701_183547_921315_0027_03.npy,background,background/background_20260701_183547_921315_0027.wav,3,64x101,3.0,1.0
background/background_20260701_183547_921315_0027_04.npy,background,background/background_20260701_183547_921315_0027.wav,4,64x101,4.0,1.0
background/background_20260701_183552_924221_0028_00.npy,background,background/background_20260701_183552_924221_0028.wav,0,64x101,0.0,1.0
background/background_20260701_183552_924221_0028_01.npy,background,background/background_20260701_183552_924221_0028.wav,1,64x101,1.0,1.0
background/background_20260701_183552_924221_0028_02.npy,background,background/background_20260701_183552_924221_0028.wav,2,64x101,2.0,1.0
background/background_20260701_183552_924221_0028_03.npy,background,background/background_20260701_183552_924221_0028.wav,3,64x101,3.0,1.0
background/background_20260701_183552_924221_0028_04.npy,background,background/background_20260701_183552_924221_0028.wav,4,64x101,4.0,1.0
background/background_20260701_183557_927124_0029_00.npy,background,background/background_20260701_183557_927124_0029.wav,0,64x101,0.0,1.0
background/background_20260701_183557_927124_0029_01.npy,background,background/background_20260701_183557_927124_0029.wav,1,64x101,1.0,1.0
background/background_20260701_183557_927124_0029_02.npy,background,background/background_20260701_183557_927124_0029.wav,2,64x101,2.0,1.0
background/background_20260701_183557_927124_0029_03.npy,background,background/background_20260701_183557_927124_0029.wav,3,64x101,3.0,1.0
background/background_20260701_183557_927124_0029_04.npy,background,background/background_20260701_183557_927124_0029.wav,4,64x101,4.0,1.0
background/background_20260701_183602_930042_0030_00.npy,background,background/background_20260701_183602_930042_0030.wav,0,64x101,0.0,1.0
background/background_20260701_183602_930042_0030_01.npy,background,background/background_20260701_183602_930042_0030.wav,1,64x101,1.0,1.0
background/background_20260701_183602_930042_0030_02.npy,background,background/background_20260701_183602_930042_0030.wav,2,64x101,2.0,1.0
background/background_20260701_183602_930042_0030_03.npy,background,background/background_20260701_183602_930042_0030.wav,3,64x101,3.0,1.0
background/background_20260701_183602_930042_0030_04.npy,background,background/background_20260701_183602_930042_0030.wav,4,64x101,4.0,1.0
background/background_20260701_183607_932943_0031_00.npy,background,background/background_20260701_183607_932943_0031.wav,0,64x101,0.0,1.0
background/background_20260701_183607_932943_0031_01.npy,background,background/background_20260701_183607_932943_0031.wav,1,64x101,1.0,1.0
background/background_20260701_183607_932943_0031_02.npy,background,background/background_20260701_183607_932943_0031.wav,2,64x101,2.0,1.0
background/background_20260701_183607_932943_0031_03.npy,background,background/background_20260701_183607_932943_0031.wav,3,64x101,3.0,1.0
background/background_20260701_183607_932943_0031_04.npy,background,background/background_20260701_183607_932943_0031.wav,4,64x101,4.0,1.0
background/background_20260701_183612_935878_0032_00.npy,background,background/background_20260701_183612_935878_0032.wav,0,64x101,0.0,1.0
background/background_20260701_183612_935878_0032_01.npy,background,background/background_20260701_183612_935878_0032.wav,1,64x101,1.0,1.0
background/background_20260701_183612_935878_0032_02.npy,background,background/background_20260701_183612_935878_0032.wav,2,64x101,2.0,1.0
background/background_20260701_183612_935878_0032_03.npy,background,background/background_20260701_183612_935878_0032.wav,3,64x101,3.0,1.0
background/background_20260701_183612_935878_0032_04.npy,background,background/background_20260701_183612_935878_0032.wav,4,64x101,4.0,1.0
background/background_20260701_183617_938780_0033_00.npy,background,background/background_20260701_183617_938780_0033.wav,0,64x101,0.0,1.0
background/background_20260701_183617_938780_0033_01.npy,background,background/background_20260701_183617_938780_0033.wav,1,64x101,1.0,1.0
background/background_20260701_183617_938780_0033_02.npy,background,background/background_20260701_183617_938780_0033.wav,2,64x101,2.0,1.0
background/background_20260701_183617_938780_0033_03.npy,background,background/background_20260701_183617_938780_0033.wav,3,64x101,3.0,1.0
background/background_20260701_183617_938780_0033_04.npy,background,background/background_20260701_183617_938780_0033.wav,4,64x101,4.0,1.0
background/background_20260701_183622_941697_0034_00.npy,background,background/background_20260701_183622_941697_0034.wav,0,64x101,0.0,1.0
background/background_20260701_183622_941697_0034_01.npy,background,background/background_20260701_183622_941697_0034.wav,1,64x101,1.0,1.0
background/background_20260701_183622_941697_0034_02.npy,background,background/background_20260701_183622_941697_0034.wav,2,64x101,2.0,1.0
background/background_20260701_183622_941697_0034_03.npy,background,background/background_20260701_183622_941697_0034.wav,3,64x101,3.0,1.0
background/background_20260701_183622_941697_0034_04.npy,background,background/background_20260701_183622_941697_0034.wav,4,64x101,4.0,1.0
background/background_20260701_183627_944606_0035_00.npy,background,background/background_20260701_183627_944606_0035.wav,0,64x101,0.0,1.0
background/background_20260701_183627_944606_0035_01.npy,background,background/background_20260701_183627_944606_0035.wav,1,64x101,1.0,1.0
background/background_20260701_183627_944606_0035_02.npy,background,background/background_20260701_183627_944606_0035.wav,2,64x101,2.0,1.0
background/background_20260701_183627_944606_0035_03.npy,background,background/background_20260701_183627_944606_0035.wav,3,64x101,3.0,1.0
background/background_20260701_183627_944606_0035_04.npy,background,background/background_20260701_183627_944606_0035.wav,4,64x101,4.0,1.0
background/background_20260701_183632_947529_0036_00.npy,background,background/background_20260701_183632_947529_0036.wav,0,64x101,0.0,1.0
background/background_20260701_183632_947529_0036_01.npy,background,background/background_20260701_183632_947529_0036.wav,1,64x101,1.0,1.0
background/background_20260701_183632_947529_0036_02.npy,background,background/background_20260701_183632_947529_0036.wav,2,64x101,2.0,1.0
background/background_20260701_183632_947529_0036_03.npy,background,background/background_20260701_183632_947529_0036.wav,3,64x101,3.0,1.0
background/background_20260701_183632_947529_0036_04.npy,background,background/background_20260701_183632_947529_0036.wav,4,64x101,4.0,1.0
background/background_20260701_183637_950422_0037_00.npy,background,background/background_20260701_183637_950422_0037.wav,0,64x101,0.0,1.0
background/background_20260701_183637_950422_0037_01.npy,background,background/background_20260701_183637_950422_0037.wav,1,64x101,1.0,1.0
background/background_20260701_183637_950422_0037_02.npy,background,background/background_20260701_183637_950422_0037.wav,2,64x101,2.0,1.0
background/background_20260701_183637_950422_0037_03.npy,background,background/background_20260701_183637_950422_0037.wav,3,64x101,3.0,1.0
background/background_20260701_183637_950422_0037_04.npy,background,background/background_20260701_183637_950422_0037.wav,4,64x101,4.0,1.0
background/background_20260701_183642_953364_0038_00.npy,background,background/background_20260701_183642_953364_0038.wav,0,64x101,0.0,1.0
background/background_20260701_183642_953364_0038_01.npy,background,background/background_20260701_183642_953364_0038.wav,1,64x101,1.0,1.0
background/background_20260701_183642_953364_0038_02.npy,background,background/background_20260701_183642_953364_0038.wav,2,64x101,2.0,1.0
background/background_20260701_183642_953364_0038_03.npy,background,background/background_20260701_183642_953364_0038.wav,3,64x101,3.0,1.0
background/background_20260701_183642_953364_0038_04.npy,background,background/background_20260701_183642_953364_0038.wav,4,64x101,4.0,1.0
background/background_20260701_183647_956260_0039_00.npy,background,background/background_20260701_183647_956260_0039.wav,0,64x101,0.0,1.0
background/background_20260701_183647_956260_0039_01.npy,background,background/background_20260701_183647_956260_0039.wav,1,64x101,1.0,1.0
background/background_20260701_183647_956260_0039_02.npy,background,background/background_20260701_183647_956260_0039.wav,2,64x101,2.0,1.0
background/background_20260701_183647_956260_0039_03.npy,background,background/background_20260701_183647_956260_0039.wav,3,64x101,3.0,1.0
background/background_20260701_183647_956260_0039_04.npy,background,background/background_20260701_183647_956260_0039.wav,4,64x101,4.0,1.0
background/background_20260701_183652_959169_0040_00.npy,background,background/background_20260701_183652_959169_0040.wav,0,64x101,0.0,1.0
background/background_20260701_183652_959169_0040_01.npy,background,background/background_20260701_183652_959169_0040.wav,1,64x101,1.0,1.0
background/background_20260701_183652_959169_0040_02.npy,background,background/background_20260701_183652_959169_0040.wav,2,64x101,2.0,1.0
background/background_20260701_183652_959169_0040_03.npy,background,background/background_20260701_183652_959169_0040.wav,3,64x101,3.0,1.0
background/background_20260701_183652_959169_0040_04.npy,background,background/background_20260701_183652_959169_0040.wav,4,64x101,4.0,1.0
background/background_20260701_183657_962073_0041_00.npy,background,background/background_20260701_183657_962073_0041.wav,0,64x101,0.0,1.0
background/background_20260701_183657_962073_0041_01.npy,background,background/background_20260701_183657_962073_0041.wav,1,64x101,1.0,1.0
background/background_20260701_183657_962073_0041_02.npy,background,background/background_20260701_183657_962073_0041.wav,2,64x101,2.0,1.0
background/background_20260701_183657_962073_0041_03.npy,background,background/background_20260701_183657_962073_0041.wav,3,64x101,3.0,1.0
background/background_20260701_183657_962073_0041_04.npy,background,background/background_20260701_183657_962073_0041.wav,4,64x101,4.0,1.0
background/background_20260701_183702_965006_0042_00.npy,background,background/background_20260701_183702_965006_0042.wav,0,64x101,0.0,1.0
background/background_20260701_183702_965006_0042_01.npy,background,background/background_20260701_183702_965006_0042.wav,1,64x101,1.0,1.0
background/background_20260701_183702_965006_0042_02.npy,background,background/background_20260701_183702_965006_0042.wav,2,64x101,2.0,1.0
background/background_20260701_183702_965006_0042_03.npy,background,background/background_20260701_183702_965006_0042.wav,3,64x101,3.0,1.0
background/background_20260701_183702_965006_0042_04.npy,background,background/background_20260701_183702_965006_0042.wav,4,64x101,4.0,1.0
background/background_20260701_183707_967907_0043_00.npy,background,background/background_20260701_183707_967907_0043.wav,0,64x101,0.0,1.0
background/background_20260701_183707_967907_0043_01.npy,background,background/background_20260701_183707_967907_0043.wav,1,64x101,1.0,1.0
background/background_20260701_183707_967907_0043_02.npy,background,background/background_20260701_183707_967907_0043.wav,2,64x101,2.0,1.0
background/background_20260701_183707_967907_0043_03.npy,background,background/background_20260701_183707_967907_0043.wav,3,64x101,3.0,1.0
background/background_20260701_183707_967907_0043_04.npy,background,background/background_20260701_183707_967907_0043.wav,4,64x101,4.0,1.0
background/background_20260701_183712_970847_0044_00.npy,background,background/background_20260701_183712_970847_0044.wav,0,64x101,0.0,1.0
background/background_20260701_183712_970847_0044_01.npy,background,background/background_20260701_183712_970847_0044.wav,1,64x101,1.0,1.0
background/background_20260701_183712_970847_0044_02.npy,background,background/background_20260701_183712_970847_0044.wav,2,64x101,2.0,1.0
background/background_20260701_183712_970847_0044_03.npy,background,background/background_20260701_183712_970847_0044.wav,3,64x101,3.0,1.0
background/background_20260701_183712_970847_0044_04.npy,background,background/background_20260701_183712_970847_0044.wav,4,64x101,4.0,1.0
background/background_20260701_183717_973755_0045_00.npy,background,background/background_20260701_183717_973755_0045.wav,0,64x101,0.0,1.0
background/background_20260701_183717_973755_0045_01.npy,background,background/background_20260701_183717_973755_0045.wav,1,64x101,1.0,1.0
background/background_20260701_183717_973755_0045_02.npy,background,background/background_20260701_183717_973755_0045.wav,2,64x101,2.0,1.0
background/background_20260701_183717_973755_0045_03.npy,background,background/background_20260701_183717_973755_0045.wav,3,64x101,3.0,1.0
background/background_20260701_183717_973755_0045_04.npy,background,background/background_20260701_183717_973755_0045.wav,4,64x101,4.0,1.0
background/background_20260701_183722_976661_0046_00.npy,background,background/background_20260701_183722_976661_0046.wav,0,64x101,0.0,1.0
background/background_20260701_183722_976661_0046_01.npy,background,background/background_20260701_183722_976661_0046.wav,1,64x101,1.0,1.0
background/background_20260701_183722_976661_0046_02.npy,background,background/background_20260701_183722_976661_0046.wav,2,64x101,2.0,1.0
background/background_20260701_183722_976661_0046_03.npy,background,background/background_20260701_183722_976661_0046.wav,3,64x101,3.0,1.0
background/background_20260701_183722_976661_0046_04.npy,background,background/background_20260701_183722_976661_0046.wav,4,64x101,4.0,1.0
background/background_20260701_183727_979582_0047_00.npy,background,background/background_20260701_183727_979582_0047.wav,0,64x101,0.0,1.0
background/background_20260701_183727_979582_0047_01.npy,background,background/background_20260701_183727_979582_0047.wav,1,64x101,1.0,1.0
background/background_20260701_183727_979582_0047_02.npy,background,background/background_20260701_183727_979582_0047.wav,2,64x101,2.0,1.0
background/background_20260701_183727_979582_0047_03.npy,background,background/background_20260701_183727_979582_0047.wav,3,64x101,3.0,1.0
background/background_20260701_183727_979582_0047_04.npy,background,background/background_20260701_183727_979582_0047.wav,4,64x101,4.0,1.0
